table_name,column_name,description,semantic_status,note
role_permissions,permission_code,Quyền được cấp cho vai trò.,VERIFIED,"Constraint trigger ct_role_permissions_dominance ngăn vai ở phạm vi HẸP chứa quyền có phạm vi RỘNG hơn (authz_scope_rank(role) < authz_scope_rank(permission) thì từ chối) — rào chắn leo thang quyền ở tầng CSDL. Chiều ngược lại được phép và cần thiết: vai TENANT chứa quyền PROJECT chính là cơ chế thống trị phạm vi. Cùng trigger còn chặn vai TUỲ CHỈNH chứa quyền có is_custom_role_allowed = false ở BẤT KỲ phạm vi nào — nửa còn lại của ck_permissions_system_not_custom_role, vốn chỉ chặn quyền SYSTEM"
role_permissions,granted_at,Thời điểm gắn quyền vào vai trò.,VERIFIED,
workspaces,workspace_id,Định danh workspace.,VERIFIED,
workspaces,tenant_id,Tổ chức chứa workspace này.,VERIFIED,
workspaces,name,"Tên workspace, duy nhất trong phạm vi tổ chức đối với workspace chưa xoá mềm.",VERIFIED,"Chỉ mục duy nhất MỘT PHẦN uq_workspaces_tenant_name, predicate `deleted_at IS NULL`"
workspaces,description,Mô tả workspace.,VERIFIED,
workspaces,status,Trạng thái workspace.,VERIFIED,
workspaces,is_default,Workspace mặc định của tổ chức.,VERIFIED,"Chỉ mục duy nhất MỘT PHẦN uq_workspaces_default_active: mỗi tổ chức có tối đa MỘT workspace vừa is_default = true, vừa status = 'ACTIVE', vừa chưa xoá mềm"
workspaces,created_at,Thời điểm tạo.,VERIFIED,
workspaces,archived_at,Thời điểm lưu trữ.,VERIFIED,
workspaces,deleted_at,Thời điểm xoá mềm.,VERIFIED,
projects,project_id,Định danh project.,VERIFIED,
projects,tenant_id,Tổ chức chứa project này.,VERIFIED,
projects,workspace_id,Workspace chứa project này.,VERIFIED,"Khoá ngoại ghép (tenant_id, workspace_id) nên project không nằm được trong workspace của tổ chức khác"
projects,name,"Tên project, duy nhất trong phạm vi workspace.",VERIFIED,Chỉ mục duy nhất MỘT PHẦN: chỉ áp cho hàng chưa xoá mềm
projects,description,Mô tả project.,VERIFIED,
projects,status,Trạng thái project.,VERIFIED,
projects,is_default,Project mặc định của workspace.,VERIFIED,"Chỉ mục duy nhất MỘT PHẦN uq_projects_default_active: mỗi workspace có tối đa MỘT project vừa is_default = true, vừa status = 'ACTIVE', vừa chưa xoá mềm"
projects,created_at,Thời điểm tạo.,VERIFIED,
projects,archived_at,Thời điểm lưu trữ.,VERIFIED,
projects,deleted_at,Thời điểm xoá mềm.,VERIFIED,
project_allocations,tenant_id,Tổ chức xác định phạm vi của khoản cấp phát.,VERIFIED,Cột này đang chịu HAI khoá ngoại trùng nhau với hành vi xoá mâu thuẫn (RESTRICT và CASCADE) — xem docs/10-issues/KNOWN_ISSUES.md
project_allocations,project_id,Project được cấp phát.,VERIFIED,
project_allocations,metric,"Chỉ tiêu được chia: `samples`, `storage_mb` hoặc `training_jobs_per_month`.",VERIFIED,"Ánh xạ sang cột gói qua workspace_admin.ALLOCATABLE_METRICS. Từ v8, chỉ `storage_mb` còn được cưỡng chế đối với MỨC SỬ DỤNG THỰC TẾ; `samples` và `training_jobs_per_month` vẫn phân bổ được theo trần khai báo của gói, nhưng mức sử dụng thực tế không còn bị hai trần ấy chặn"
project_allocations,allocated,"Phần chỉ tiêu dành cho project này. NULL nghĩa là KHÔNG GIỚI HẠN, không phải chưa điền.",VERIFIED,"Đường quản trị cấp phát (workspace_admin.set_project_allocation) kiểm tổng phần cấp cho các project không vượt trần khai báo tương ứng của gói, từ chối 409 nếu vượt; CHECK ở CSDL chỉ cấm giá trị âm"
project_allocations,note,Ghi chú của người vận hành về khoản cấp phát.,VERIFIED,
project_allocations,updated_by,Tài khoản chỉnh khoản cấp phát gần nhất.,VERIFIED,
project_allocations,updated_at,Thời điểm chỉnh gần nhất.,VERIFIED,
tenant_invitations,invitation_id,Định danh lời mời.,VERIFIED,
tenant_invitations,tenant_id,Tổ chức phát lời mời.,VERIFIED,
tenant_invitations,email,Địa chỉ thư người được mời; chuẩn hoá lúc ghi.,VERIFIED,
tenant_invitations,role,Vai trò dự kiến khi người được mời gia nhập.,VERIFIED,
tenant_invitations,token_hash,Băm của mã mời. Bảng KHÔNG lưu mã gốc.,VERIFIED,Nên một bản sao lưu cơ sở dữ liệu không cho phép ai nhận lời mời hộ
tenant_invitations,invited_by,Tài khoản đã phát lời mời.,VERIFIED,
tenant_invitations,created_at,Thời điểm phát lời mời.,VERIFIED,
tenant_invitations,expires_at,Thời điểm lời mời hết hạn.,VERIFIED,
tenant_invitations,accepted_at,Thời điểm lời mời được nhận.,VERIFIED,
tenant_invitations,accepted_by,Tài khoản đã nhận lời mời.,VERIFIED,
tenant_invitations,revoked_at,Thời điểm thu hồi lời mời.,VERIFIED,Mời lại cùng một địa chỉ sẽ thu hồi lời mời đang mở thay vì tạo thêm
api_keys,key_id,Định danh khoá API.,VERIFIED,
api_keys,tenant_id,Tổ chức xác định phạm vi của khoá.,VERIFIED,
api_keys,name,Tên khoá do người vận hành đặt.,VERIFIED,
api_keys,prefix,"Tiền tố công khai của khoá, dùng để nhận diện mà không lộ khoá.",VERIFIED,
api_keys,key_hash,Băm của khoá. Bảng KHÔNG lưu khoá gốc.,VERIFIED,
api_keys,scopes,Phạm vi thao tác khoá được phép thực hiện.,NEEDS_REVIEW,Kiểu text với mặc định 'read'; cách phân tách nhiều phạm vi cần xác nhận
api_keys,created_by,Tài khoản đã tạo khoá.,VERIFIED,
api_keys,created_at,Thời điểm tạo khoá.,VERIFIED,
api_keys,last_used_at,Lần khoá được dùng gần nhất.,VERIFIED,
api_keys,expires_at,Thời điểm khoá hết hạn.,VERIFIED,
api_keys,revoked_at,Thời điểm thu hồi khoá.,VERIFIED,Hạn mức số khoá chỉ đếm khoá CHƯA thu hồi
api_keys,revoked_by,Tài khoản đã thu hồi khoá.,VERIFIED,
legal_documents,doc_id,Định danh bản văn bản pháp lý đã công bố.,VERIFIED,
legal_documents,kind,"Loại văn bản: `terms`, `privacy`, `data_contribution` hoặc `guardian`.",VERIFIED,MIỀN CHO PHÉP do legal_documents_kind_valid quy định. Cùng với `version` tạo thành khoá tự nhiên mà mọi chấp thuận neo vào
legal_documents,version,Phiên bản văn bản.,VERIFIED,"`(kind, version)` là đích của khoá ngoại từ user_consents và signer_consents"
legal_documents,effective_from,Thời điểm văn bản bắt đầu có hiệu lực.,VERIFIED,trg_legal_documents_freeze cấm đổi cột này MỘT KHI bản đã có hiệu lực (OLD.effective_from <= now()) — đổi nó là viết lại câu trả lời cho 'hôm đó bản nào đang áp dụng'. Bản chưa tới hiệu lực thì vẫn sửa được
legal_documents,content_hash,Băm nội dung tại thời điểm công bố; là thứ chữ ký chấp thuận trỏ vào.,VERIFIED,"Bất biến được CSDL cưỡng chế, nhưng KHÔNG bằng CHECK — bằng trigger trg_legal_documents_freeze (BEFORE UPDATE) ném restrict_violation nếu kind/version/body/content_hash đổi. Muốn đổi nội dung thì phải công bố phiên bản mới. Vì là trigger nên nó không hiện ra trong danh sách CHECK của bảng"
legal_documents,url,Đường dẫn công khai tới văn bản.,VERIFIED,
legal_documents,title,Tiêu đề văn bản.,VERIFIED,
legal_documents,requires_reconsent,Bản này buộc người đã chấp thuận bản cũ phải chấp thuận lại.,VERIFIED,Phân biệt sửa lỗi chính tả với thay đổi thực chất về quyền và nghĩa vụ
legal_documents,body,Thân văn bản lưu thẳng trong cơ sở dữ liệu.,VERIFIED,Cùng trigger trg_legal_documents_freeze bảo vệ: sửa `body` của bản đã công bố bị từ chối ở tầng CSDL
legal_documents,body_format,"Dạng thân văn bản: `markdown`, `text` hoặc `file`.",VERIFIED,"MIỀN CHO PHÉP do ck_legal_documents_body_format quy định: markdown, text, file. Máy CÀI MỚI thiếu giá trị `file` do một lỗi thứ tự câu lệnh — xem docs/10-issues/KNOWN_ISSUES.md"
legal_documents,language,Ngôn ngữ của bản văn bản.,VERIFIED,
legal_documents,change_summary,Tóm tắt thay đổi so với bản trước.,VERIFIED,
legal_documents,published_at,Thời điểm công bố.,VERIFIED,
legal_documents,published_by,Tài khoản đã công bố văn bản.,VERIFIED,
legal_documents,storage_backend,Nơi lưu thân văn bản khi không nằm trong cột `body`.,VERIFIED,
legal_documents,storage_key,Khoá tra thân văn bản trong kho định-địa-chỉ-bằng-nội-dung.,VERIFIED,
legal_documents,byte_size,Kích thước thân văn bản.,VERIFIED,
legal_documents,file_key,Khoá tra tệp đính kèm khi `body_format = 'file'`.,VERIFIED,"CHECK ck_legal_documents_file_pair là BẤT BIẾN NHIỀU CỘT dạng tương đương: (body_format = 'file') = (file_key IS NOT NULL) — buộc cột này có giá trị KHI VÀ CHỈ KHI body_format = 'file', và cấm cả chiều ngược lại"
legal_documents,file_name,Tên tệp gốc của bản văn bản dạng tệp.,VERIFIED,
legal_documents,file_mime,Kiểu MIME của tệp đính kèm.,VERIFIED,
legal_documents,file_size,Kích thước tệp đính kèm.,VERIFIED,
legal_document_drafts,draft_id,Định danh bản thảo văn bản.,VERIFIED,
legal_document_drafts,kind,Loại văn bản mà bản thảo này nhắm tới.,VERIFIED,"MIỀN CHO PHÉP do ck_legal_drafts_kind quy định: terms, privacy, data_contribution, guardian — cùng bộ với legal_documents.kind"
legal_document_drafts,title,Tiêu đề dự kiến.,VERIFIED,
legal_document_drafts,language,Ngôn ngữ bản thảo.,VERIFIED,
legal_document_drafts,body,Thân bản thảo.,VERIFIED,
legal_document_drafts,body_format,Dạng thân bản thảo.,VERIFIED,
legal_document_drafts,change_summary,Tóm tắt thay đổi dự kiến.,VERIFIED,
legal_document_drafts,target_version,Số hiệu phiên bản dự kiến đặt khi công bố.,VERIFIED,
legal_document_drafts,requires_reconsent,Bản công bố từ bản thảo này sẽ buộc chấp thuận lại.,VERIFIED,
legal_document_drafts,effective_from,Thời điểm hiệu lực dự kiến.,VERIFIED,
legal_document_drafts,status,"Trạng thái: `draft`, `in_review`, `approved`, `published` hoặc `discarded`.",VERIFIED,"MIỀN CHO PHÉP do ck_legal_drafts_status quy định: draft, in_review, approved, published, discarded. Chỉ mục duy nhất MỘT PHẦN uq_legal_draft_open cho phép tối đa MỘT bản thảo ở một trong BA trạng thái draft, in_review, approved cho mỗi `kind`"
legal_document_drafts,revision,"Số lần sửa bản thảo, bắt đầu từ 1.",VERIFIED,CHECK ck_legal_drafts_revision buộc revision >= 1: không có bản sửa số 0
legal_document_drafts,based_on_version,Phiên bản đã công bố mà bản thảo dựa trên.,VERIFIED,
legal_document_drafts,published_version,Phiên bản thực tế được công bố từ bản thảo này.,VERIFIED,
legal_document_drafts,storage_key,Khoá tra thân bản thảo trong kho.,VERIFIED,
legal_document_drafts,content_hash,Băm nội dung bản thảo.,VERIFIED,
legal_document_drafts,byte_size,Kích thước thân bản thảo.,VERIFIED,
legal_document_drafts,created_by,Tài khoản đã tạo bản thảo.,VERIFIED,
legal_document_drafts,updated_by,Tài khoản sửa bản thảo gần nhất.,VERIFIED,
legal_document_drafts,created_at,Thời điểm tạo bản thảo.,VERIFIED,
legal_document_drafts,updated_at,Thời điểm sửa gần nhất.,VERIFIED,
legal_document_events,event_id,Số thứ tự sự kiện trong sổ.,VERIFIED,Sổ CHỈ-THÊM được cưỡng chế bằng trigger trg_legal_events_append_only (BEFORE UPDATE OR DELETE): mọi lượt sửa hoặc xoá đều bị từ chối. Đính chính bằng cách ghi một dòng sự kiện mới
legal_document_events,occurred_at,Thời điểm sự kiện xảy ra.,VERIFIED,
legal_document_events,actor_user_id,"Tài khoản thực hiện. Giữ như dấu vết, KHÔNG có khoá ngoại.",VERIFIED,"Cố ý: một sổ đăng bạ không được cản chính hành động nó ghi lại. Bản trước có khoá ngoại và nó chặn lượt xoá tài khoản theo yêu cầu quyền riêng tư, để lại 9 hàng users mồ côi"
legal_document_events,actor_label,"Nhãn người thực hiện, điền ngay lúc ghi.",VERIFIED,Thuộc account_rename.FROZEN_COPIES: đổi tên tài khoản KHÔNG cập nhật cột này. Là danh tính còn lại sau khi tài khoản bị xoá
legal_document_events,action,Hành động được ghi lại.,VERIFIED,CHECK ck_legal_events_action_not_blank cấm chuỗi rỗng — cùng ràng buộc với audit_log.action
legal_document_events,kind,"Loại văn bản liên quan. Dấu vết, không phải liên kết.",VERIFIED,
legal_document_events,version,"Phiên bản văn bản liên quan. Dấu vết, không phải liên kết.",VERIFIED,
legal_document_events,draft_id,"Bản thảo liên quan. Dấu vết, không phải liên kết.",VERIFIED,
legal_document_events,revision,Số sửa của bản thảo tại thời điểm sự kiện.,VERIFIED,
legal_document_events,storage_key,Khoá tra nội dung tại thời điểm sự kiện.,VERIFIED,
legal_document_events,content_hash,Băm nội dung tại thời điểm sự kiện.,VERIFIED,
legal_document_events,detail,"Dữ liệu bổ sung của sự kiện, dạng JSON.",VERIFIED,
user_consents,consent_id,Định danh bản ghi chấp thuận của tài khoản.,VERIFIED,
user_consents,user_id,Tài khoản LÀ CHỦ THỂ của chấp thuận.,VERIFIED,Khác `recorded_by`: người ghi bằng chứng không nhất thiết là người được ghi nhận
user_consents,kind,Loại văn bản được chấp thuận.,VERIFIED,
user_consents,version,Phiên bản văn bản được chấp thuận.,VERIFIED,"Khoá ngoại ghép `(kind, version)` neo chấp thuận vào ĐÚNG MỘT bản; RESTRICT nên không xoá được bản còn người đã chấp thuận"
user_consents,accepted_at,Thời điểm chấp thuận.,VERIFIED,
user_consents,ip_hash,Băm địa chỉ IP tại thời điểm chấp thuận; cột KHÔNG lưu địa chỉ IP trực tiếp.,VERIFIED,"Cơ chế: SHA-256 KHÔNG khoá trên `ip|user_id` (routers/auth.py). Muối theo người dùng nên hai tài khoản cùng IP cho hai bản băm khác nhau — cố ý, vì bằng chứng chấp thuận là của TỪNG người. Nhưng muối ấy nằm ngay trong cùng hàng, nên KHÔNG suy ra được rằng cột này chống truy vết: xem ghi chú ở audit_log.ip_hash và docs/10-issues/KNOWN_ISSUES.md"
user_consents,user_agent,Chuỗi user-agent lúc chấp thuận.,VERIFIED,
user_consents,withdrawn_at,Thời điểm rút chấp thuận.,VERIFIED,"Rút là rút: bản ghi không bị xoá, nhưng hiệu lực chấm dứt từ mốc này"
user_consents,source,"Nguồn bản ghi: `user`, `backfill` hoặc `import`.",VERIFIED,"MIỀN CHO PHÉP do ck_user_consents_source quy định: user, backfill, import. QUAN SÁT trên sản xuất: hiện chỉ có `user` và `backfill`. Đây là lý do tên quan hệ dùng 'anchors' chứ không 'signs'"
user_consents,note,Ghi chú kèm bản ghi chấp thuận.,VERIFIED,
user_consents,recorded_by,Tài khoản đã GHI bản ghi này.,VERIFIED,NULL khi chính người dùng tự chấp thuận qua giao diện
signer_consents,consent_id,Định danh bản ghi chấp thuận của người ký.,VERIFIED,
signer_consents,tenant_id,Tổ chức xác định phạm vi của bản ghi.,VERIFIED,
signer_consents,signer_id,Người ký LÀ CHỦ THỂ của chấp thuận.,VERIFIED,"Khoá ngoại ghép `(tenant_id, signer_id)`"
signer_consents,scope,"Mức cho phép sử dụng dữ liệu: `internal_training`, `research_release` hoặc `public_library`.",VERIFIED,"MIỀN CHO PHÉP do signer_consents_scope_valid quy định. Thang ba mức, rộng dần. `tenant_exports.export_purpose` dùng CÙNG bộ từ vựng — đó là chỗ nối chấp thuận vào phép phát hành"
signer_consents,kind,Loại văn bản được chấp thuận.,VERIFIED,
signer_consents,version,Phiên bản văn bản được chấp thuận.,VERIFIED,"Cùng cơ chế neo `(kind, version)` như user_consents"
signer_consents,granted_at,Thời điểm cho phép.,VERIFIED,
signer_consents,withdrawn_at,Thời điểm rút cho phép.,VERIFIED,CHECK signer_consents_withdraw_after_grant là BẤT BIẾN NHIỀU CỘT có điều kiện: (withdrawn_at IS NULL) OR (withdrawn_at >= granted_at) — chưa rút thì vẫn hợp lệ
signer_consents,guardian_name,Tên người giám hộ khi người ký chưa đủ tuổi tự quyết.,VERIFIED,
signer_consents,evidence,Mô tả bằng chứng của lượt cho phép.,VERIFIED,
signer_consents,recorded_by,Tài khoản đã ghi bản ghi này.,VERIFIED,
audit_log,audit_id,Số thứ tự dòng kiểm toán.,VERIFIED,
audit_log,tenant_id,Tổ chức của hành động. NULL với hành động cấp NỀN TẢNG.,VERIFIED,Là bảng duy nhất trong nhóm có tenant_id cho phép NULL — không phải mọi dòng đều thuộc một tổ chức
audit_log,actor_user_id,Tài khoản thực hiện hành động.,VERIFIED,
audit_log,actor_label,"Nhãn người thực hiện, chụp lại tại thời điểm ghi.",VERIFIED,"Thuộc account_rename.FROZEN_COPIES: đổi tên tài khoản KHÔNG cập nhật cột này — đây là ảnh chụp lịch sử, đối lập với các STATE_COPIES (samples.user_id, samples.username, raw_uploads.*) vốn được đồng bộ theo tên hiện hành. Còn lại sau khi tài khoản bị xoá"
audit_log,action,Hành động được ghi lại.,VERIFIED,CHECK audit_log_action_not_blank cấm chuỗi rỗng
audit_log,target_type,Loại đối tượng bị tác động.,VERIFIED,
audit_log,target_id,Định danh đối tượng bị tác động.,VERIFIED,
audit_log,detail,"Dữ liệu bổ sung, dạng JSON.",VERIFIED,
audit_log,ip_hash,Băm địa chỉ IP của lượt thao tác; cột KHÔNG lưu địa chỉ IP trực tiếp.,VERIFIED,"Cơ chế KHÁC user_consents.ip_hash: HMAC-SHA256 với pepper NGOÀI cơ sở dữ liệu, tách miền bằng tiền tố `audit-ip`. Cố ý KHÔNG muối theo người thực hiện, để trả lời được 'có phải cùng một nơi vừa thử ba tài khoản quản trị không'. Không có pepper thì hàm trả None thay vì ghi một bản băm đảo ngược được"
audit_log,created_at,Thời điểm ghi dòng kiểm toán.,VERIFIED,
tenant_exports,export_id,Định danh lượt xuất dữ liệu.,VERIFIED,
tenant_exports,tenant_id,Tổ chức yêu cầu xuất.,VERIFIED,
tenant_exports,requested_by,Tài khoản đã yêu cầu.,VERIFIED,
tenant_exports,status,"Trạng thái: `pending`, `running`, `ready`, `failed` hoặc `expired`.",VERIFIED,"MIỀN CHO PHÉP do ck_tenant_exports_status quy định: pending, running, ready, failed, expired"
tenant_exports,scope,Phạm vi dữ liệu xuất: `metadata` hoặc `full`.,VERIFIED,"MIỀN CHO PHÉP do ck_tenant_exports_scope quy định: metadata, full"
tenant_exports,file_path,Đường dẫn tệp kết quả.,VERIFIED,Tệp xuất CỐ Ý không tính vào hạn mức dung lượng: nó là bản sao của byte đã tính
tenant_exports,size_bytes,Kích thước tệp kết quả.,VERIFIED,
tenant_exports,row_counts,"Số hàng đã xuất theo từng bảng, dạng JSON.",VERIFIED,
tenant_exports,error,Thông báo lỗi khi lượt xuất thất bại.,VERIFIED,
tenant_exports,created_at,Thời điểm yêu cầu.,VERIFIED,
tenant_exports,completed_at,Thời điểm hoàn tất.,VERIFIED,
tenant_exports,expires_at,Thời điểm tệp xuất hết hạn và bị dọn.,VERIFIED,
tenant_exports,export_purpose,"Mục đích phát hành: `tenant_portability`, `internal_training`, `research_release` hoặc `public_library`.",VERIFIED,MIỀN CHO PHÉP do ck_tenant_exports_purpose quy định. Ba giá trị sau TRÙNG bộ từ vựng của signer_consents.scope — đó là chỗ mức chấp thuận quyết định mẫu nào được phép ra khỏi hệ thống
tenant_purges,purge_id,Định danh lượt xoá tổ chức.,VERIFIED,
tenant_purges,tenant_id,"Định danh tổ chức đã bị xoá. Là CHỮ, là dấu vết, không phải liên kết.",VERIFIED,Cố ý không có khoá ngoại tới tenants: một khoá ngoại sẽ khiến chính hành động bảng này ghi lại trở nên bất khả thi. Cũng vì thế bảng không nằm trong TENANT_SCOPED_TABLES và không có RLS
tenant_purges,display_name,Tên tổ chức tại thời điểm xoá.,VERIFIED,
tenant_purges,requested_by,"Tài khoản đã yêu cầu xoá. Dấu vết, không có khoá ngoại.",VERIFIED,
tenant_purges,row_counts,"Số hàng đã xoá theo từng bảng, dạng JSON.",VERIFIED,
tenant_purges,files_removed,Số tệp đã gỡ khỏi kho.,VERIFIED,
tenant_purges,bytes_removed,Số byte đã giải phóng.,VERIFIED,
tenant_purges,export_id,"Lượt xuất dữ liệu thực hiện trước khi xoá, nếu có.",VERIFIED,"Dấu vết định danh lượt xuất thực hiện trước khi xoá, KHÔNG phải liên kết tham chiếu: bảng tenant_purges không có khoá ngoại nào cả. Cho thấy tổ chức đã được trao dữ liệu trước khi bị xoá"
tenant_purges,reason,Lý do xoá.,VERIFIED,
tenant_purges,created_at,Thời điểm xoá.,VERIFIED,
sot_authorized_keys,public_key,Khoá công khai của máy được phép ghi SOT.,VERIFIED,Khoá công khai không phải bí mật; khoá riêng không bao giờ rời máy ghi
sot_authorized_keys,name,Tên máy ghi.,VERIFIED,
sot_authorized_keys,fingerprint,"Vân tay khoá, dùng để đối chiếu nhanh.",VERIFIED,
sot_authorized_keys,note,Ghi chú của người vận hành.,VERIFIED,
sot_authorized_keys,added_by,"Người đã thêm khoá, dạng VĂN BẢN.",NEEDS_REVIEW,Kiểu text chứ không phải uuid nên đây không phải tham chiếu tài khoản; lý do thiết kế chưa được ghi lại ở đâu
sot_authorized_keys,added_at,Thời điểm thêm khoá.,VERIFIED,
sot_authorized_keys,revoked_at,Thời điểm thu hồi khoá.,VERIFIED,"Bảng này được hợp với danh sách khoá cam kết trong kho mã, nên một máy đăng ký ở đây được tin cậy mà không cần triển khai lại"
languages,code,Mã ngôn ngữ ký hiệu.,VERIFIED,
languages,name,Tên ngôn ngữ ký hiệu.,VERIFIED,
regions,code,Mã vùng miền.,VERIFIED,Dữ liệu tham chiếu dùng chung; bảng KHÔNG có tenant_id
regions,name_vi,Tên vùng miền tiếng Việt.,VERIFIED,
regions,name_en,Tên vùng miền tiếng Anh.,VERIFIED,
regions,status,Trạng thái duyệt của mục vùng miền.,VERIFIED,"Khác `is_active`: cột này nói mục đã được duyệt chưa, cột kia nói còn dùng nữa không"
regions,sort_order,Thứ tự hiển thị.,VERIFIED,
regions,is_active,Vùng miền còn được chọn hay đã nghỉ hưu.,VERIFIED,
regions,note,Ghi chú của người vận hành.,VERIFIED,
regions,updated_at,Thời điểm cập nhật gần nhất.,VERIFIED,
dialects,tenant_id,Tổ chức xác định PHẠM VI của mục phương ngữ.,VERIFIED,"Phạm vi, không phải quyền sở hữu chung chung: mỗi tổ chức có danh mục phương ngữ riêng, nhân bản từ khuôn Community lúc tạo"
dialects,dialect_id,"Định danh phương ngữ, duy nhất trong phạm vi tổ chức.",VERIFIED,Slug này chính là thứ hiện trên giao diện và là tên thư mục lưu mẫu
dialects,display_name,Tên phương ngữ dạng người đọc.,VERIFIED,
dialects,language,Ngôn ngữ ký hiệu chứa phương ngữ này.,VERIFIED,
dialects,is_alphabet,Phương ngữ này là bộ chữ cái ngón tay.,VERIFIED,
dialects,is_active,Phương ngữ còn được chọn trong các ô chọn hay không.,VERIFIED,TRỤC KHÁC với `status`. Đo được: `testdatase` có status=approved nhưng is_active=false; vì vậy một mục ĐÃ ĐƯỢC DUYỆT vẫn có thể bị loại khỏi các danh sách lựa chọn đang hoạt động
dialects,status,"Trạng thái vòng đời của ĐỀ NGHỊ thêm phương ngữ: `pending`, `approved` hoặc `rejected`.",VERIFIED,"TRỤC KHÁC với `is_active`. `pending` = người tạo dùng được ngay, người khác chưa thấy"
dialects,merged_into,Phương ngữ đích khi mục này bị gộp đi.,VERIFIED,"Từ chối một đề nghị là GỘP, không phải xoá — nếu không, mẫu đã thu dưới phương ngữ ấy sẽ bị bỏ rơi"
dialects,created_by,Tài khoản đã đề nghị thêm phương ngữ.,VERIFIED,
dialects,approved_by,Tài khoản đã duyệt.,VERIFIED,
dialects,created_at,Thời điểm đề nghị.,VERIFIED,
dialects,approved_at,Thời điểm duyệt.,VERIFIED,
dialects,note,Ghi chú của người vận hành.,VERIFIED,
dialects,display_order,Thứ tự hiển thị do người vận hành sắp.,VERIFIED,
dialect_aliases,tenant_id,Tổ chức xác định phạm vi của bản ghi gộp.,VERIFIED,
dialect_aliases,old_dialect_id,"Định danh cũ, nay chuyển hướng sang mục khác.",VERIFIED,Bảng này ghi phép CHUYỂN HƯỚNG; nó không định nghĩa thêm một phương ngữ nào
dialect_aliases,new_dialect_id,Định danh phương ngữ mà mục cũ được gộp vào.,VERIFIED,
dialect_aliases,merged_at,Thời điểm gộp.,VERIFIED,
dialect_aliases,merged_by,Tài khoản đã thực hiện gộp.,VERIFIED,
recognition_profiles,tenant_id,Tổ chức xác định phạm vi của hồ sơ nhận dạng.,VERIFIED,
recognition_profiles,profile_id,"Định danh hồ sơ nhận dạng, duy nhất trong phạm vi tổ chức.",VERIFIED,
recognition_profiles,display_name,Tên hồ sơ dạng người đọc.,VERIFIED,
recognition_profiles,is_trainable,Cờ được mang theo trong ảnh chụp registry.,NEEDS_REVIEW,KHÔNG cổng huấn luyện nào đọc cột này; người đọc duy nhất là app/cli/export_registry_snapshot.py. Ý nghĩa dự kiến cần tác giả xác nhận trước khi mô tả nó như một điều kiện huấn luyện
recognition_profiles,is_active,Hồ sơ còn được chọn hay đã nghỉ hưu.,VERIFIED,
recognition_profiles,created_at,Thời điểm tạo hồ sơ.,VERIFIED,
recognition_profiles,display_order,Thứ tự hiển thị.,VERIFIED,
vocabulary_groups,tenant_id,Tổ chức xác định phạm vi của nhóm từ vựng.,VERIFIED,
vocabulary_groups,group_id,"Định danh nhóm từ vựng, duy nhất trong phạm vi tổ chức.",VERIFIED,
vocabulary_groups,display_name,Tên nhóm dạng người đọc.,VERIFIED,
vocabulary_groups,display_order,Thứ tự hiển thị.,VERIFIED,
vocabulary_groups,is_active,Nhóm còn được chọn hay đã nghỉ hưu.,VERIFIED,
vocabulary_groups,created_at,Thời điểm tạo nhóm.,VERIFIED,
classes,class_uid,Định danh lớp ký hiệu.,VERIFIED,
classes,class_idx,Chỉ số lớp dùng khi huấn luyện.,VERIFIED,Chỉ mục duy nhất một phần: chỉ áp cho lớp chưa xoá mềm và có chỉ số
classes,slug,"Dạng rút gọn của nhãn, dùng đặt tên thư mục và tệp.",VERIFIED,
classes,label_original,Nhãn gốc do người dùng nhập.,VERIFIED,
classes,language,Chiều phân loại: ngôn ngữ ký hiệu của lớp.,VERIFIED,
classes,dialect,Chiều phân loại: phương ngữ của lớp.,VERIFIED,"Khoá ngoại ghép `(tenant_id, dialect)`; cũng là tên thư mục lưu mẫu"
classes,is_common_global,Lớp thuộc vốn từ phổ thông của mọi ngôn ngữ.,NEEDS_REVIEW,Quan hệ với `vocabulary_scope` cần xác nhận
classes,is_common_language,Lớp thuộc vốn từ phổ thông trong một ngôn ngữ.,NEEDS_REVIEW,Cùng câu hỏi như `is_common_global`
classes,folder_name,Tên thư mục vật lý chứa mẫu của lớp.,VERIFIED,
classes,created_at,Thời điểm đăng ký lớp.,VERIFIED,
classes,migrated_at,Thời điểm lớp được chuyển sang cấu trúc phân cấp hiện tại.,VERIFIED,
classes,deleted_at,Thời điểm xoá mềm lớp.,VERIFIED,
classes,description,Mô tả lớp.,VERIFIED,
classes,is_active,Lớp còn được thu thêm mẫu hay không.,VERIFIED,
classes,hands_required,Số bàn tay lớp này cần: 1 hoặc 2.,VERIFIED,Điền theo nguyên tắc lần-thu-đầu-thắng và dùng để chấm chất lượng mẫu
classes,semantic_label,Nhãn ngữ nghĩa chuẩn hoá của lớp.,VERIFIED,
classes,vocabulary_scope,Phạm vi vốn từ mà lớp thuộc về.,VERIFIED,Đo trên sản xuất hiện chỉ có `profile_specific`
classes,recognition_profile,Chiều phân loại: hồ sơ nhận dạng của lớp.,VERIFIED,"Khoá ngoại ghép `(tenant_id, recognition_profile)`"
classes,vocabulary_group,Chiều phân loại: nhóm từ vựng của lớp.,VERIFIED,"Khoá ngoại ghép `(tenant_id, vocabulary_group)`"
